SMILES,neglog_molkg
COc1cc2c(c3oc4cccc(O)c4c(=O)c13)C1C=COC1O2,3.3555948408094967
Cl.[O-][N+](CCCl)(CCCl)CCCCCl,3.9777876018654963
CCC(C)N.Cl,1.3770527224667763
Cc1ncc(CSSCc2cnc(C)c(O)c2CO)c(CO)c1O.Cl,1.8292405006310064
CCCCN1CCOCC1,2.6271172916459657
CCC12COP(=O)(OC1)OC2,4.762171722700837
c1ccc(Oc2nncc3ccccc23)cc1,2.3468359073599605
CCCCCCOCCOC(=O)CCC(=O)OCCOCCCCCC,1.942028926487773
ClC=CCCl,3.0240202005681205
O=C(O)CCC(=O)O.c1ccc(C2(c3ccccc3)CC2C2=NCCN2)cc1,3.025196290633809
Cc1cccc(C)c1NN=C(N)N(C)C.Cl,2.393940319071339
CNCC12CCC(c3ccccc31)c1ccccc12.Cl,2.610991535926046
CC(C)CCOC(CO)CC(C)C,1.5416784245318127
C[Si]1(C)N[Si](C)(C)N[Si](C)(C)N1,2.6424902407937516
CN(C)c1ccccc1CS(=O)c1nc2ccccc2[nH]1,2.3623069931484024
C=C(C)C(=O)OCC(CCCC)CCCCCC,0.9905676582015243
CC1COc2c(N3CCN(C)CC3)c(F)cc3c(=O)c(C(=O)O)cn1c23,2.3882812670464246
O=C(O)C=CC(=O)OCCOCCO,1.8582225098988503
c1ccc(OP(Oc2ccccc2)Oc2ccccc2)cc1,2.4823154839621444
Clc1nc(Cl)nc(Nc2ccccc2Cl)n1,2.008798823144041
Nc1ccc(Cc2ccc(N)c(Cl)c2)cc1Cl,2.3698649578562287
O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,2.1980891093152657
O=NN1CN2CN(C1)CN(N=O)C2,2.2967935089157083
CN(C)C(=O)Oc1ccc[n+](C)c1.[Br-],3.8428072061440206
O=C(Nc1cccc(Cl)c1)OCC#CCCl,2.689984119918174
C=CCOc1nc(OCC=C)nc(OCC=C)n1,2.51987503748781
CNC(C)CC1CCCCC1,3.2720514140166594
COC(=O)Cc1ccccc1,1.7700632439921966
CN(C)C(=O)Nc1ccccc1,1.3734095069705359
c1ccc(CC2OCCO2)cc1,1.8729610514786863
Nc1ccc(N=Nc2ccc(S(=O)(=O)O)cc2)cc1S(=O)(=O)O,1.3828551615019984
Nc1ccc(Nc2ccccc2)cc1,2.408056142942239
COc1ccc(Nc2ccc(OC)cc2)cc1,1.9676673256230304
CC(C)Nc1ccc(Nc2ccccc2)cc1,2.4516387042385857
Clc1ccc(Cc2ccc(Cl)cc2)cc1,2.3749846698356785
Nc1ccc(Cc2ccc(N)cc2)cc1,2.5837642730710875
Nc1ccc(Oc2ccc(N)cc2)cc1,2.4412149988935234
c1ccc(Cc2ccccc2)cc1,1.8737441601607407
C1CCC(NC2CCCCC2)CC1,2.686744064065871
c1ccc(Oc2ccccc2)cc1,1.779201187703312
CCCCCC(=Cc1ccccc1)CO,1.7082360094143478
CCCCCCC(C=O)=Cc1ccccc1,1.8437430109462534
c1cc(OCC2CO2)cc(OCC2CO2)c1,1.9368891050622459
CCOC(=O)Cc1ccccc1,1.6968697924230052
CC(Cl)=CC(=O)Nc1ccc(O)cc1,2.1269570819431673
CC(C)=CC(=O)Nc1ccc(O)cc1,1.9915214136718489
CCN(CC)C(=O)C1(c2ccccc2)CC1CN.Cl,3.123122836496835
CCCC(=NOCC)C1=C(O)CC(C2CCCSC2)CC1=O,1.9170200795040562
Cc1cc(=O)cc(-c2ccccc2)o1,2.474122982760984
Cl[Si](Cl)(Cl)C1CC=CCC1,1.881828075641238
CCCCC(CC)CNc1ccccc1,1.9304670899917389
CCNC(C)c1ccccc1,2.6175740093915
CCCCC(C=CC(C)=O)CC,1.3164764741037833
CCCCC(CC)OCCO,1.846882161517875
CC(CN)NCCO,1.3805788828762873
ClCCO[Si](OCCCl)OCCCl,3.1471130601223694
CCCCC(CC)OCCOCCO,1.841942293383942
CNc1nc(NC(C)C)nc(SC)n1,2.0998415131682675
CCNc1nc(NCC)nc(SC)n1,2.4539499523156683
O=C=NCc1ccc(CN=C=O)cc1,1.6213747974046042
CC(=O)OC(OC(C)=O)C(Cl)CCl,2.8547973820731323
O=CC(Cl)CCl,2.8995811369335898
CC1CC(C)OP(=O)(Cl)O1,2.686351631755468
CCCC1OP(=O)(Cl)OCC1CC,3.957396552840343
CCOCC(Cl)C(OCC)OCC,2.2030926655956593
CC=CC(=O)OC(C=CC)OC(=O)C=CC,1.9374443073986785
CC(CC(C)(C)O)OCCC#N,1.7284552408423657
C=COCC(C)CCCC(C)CC(C)C,2.2407476510663864
CCCCC(CC)COCC(CC)CCCC,0.8531378975527958
COCCOC(C)OCCOC,1.7377583335848976
COc1ccc(CN2CCN(C(c3ccc(F)cc3)c3ccc(F)cc3)CC2)c(OC)c1OC.Cl.Cl,3.246432815907103
CCN(CC)CCNC(=O)c1ccc(NS(C)(=O)=O)cc1.Cl,2.038774104572865
N#CC(=C1SCC(c2ccccc2Cl)S1)n1ccnc1,2.690687896731992
CN(C)C(=O)Oc1cccc2sccc12,3.8134652083653364
ClCC[N+]1(CCCl)CCCO1.[I-],4.6381629975834695
C[N+]1(CCCl)CCCO1.[I-],4.966193375498723
CC(N)CNCCCO,1.3684380192782215
CC1OC(OC2C(C)OC(OC3C(C)OC(OC4CCC5(C)C(CCC6C5CCC5(C)C(C7=CC(=O)OC7)C(OC=O)CC65O)C4)CC3OC=O)CC2OC=O)CC(OC=O)C1OC=O,4.373083208338133
CCCCCOc1ccc(Br)cc1COCCN1CCOCC1,2.5077771880318958
O=C(CS)OCCCCOC(=O)CS,2.7697236897755753
CCC(c1ccc(OP(=O)([O-])O)cc1)C(CC)c1ccc(OP(=O)(O)O)cc1.[Na+],2.354408114223548
CC(=O)CC(=O)Nc1ccccc1,1.8593049857396422
NC(=Nc1ccccc1)Nc1ccccc1,2.9883739871703527
O=C(Oc1ccccc1)Oc1ccccc1,2.1547687559189583
O=C(Cc1ccccc1)OCCc1ccccc1,1.2046661263356064
COB1OB(OC)OB(OC)O1,1.52673737850199
CCNc1cccc(C)c1,2.367580819227703
CCCCCCCCCCCC[N+](C)(C)Cc1ccc(Cl)c(Cl)c1.[Cl-],2.7482783185759243
OCCN(CCO)CCO,1.3434719130182455
CCCCN(CCO)CCCC,2.209414785028707
CCCCN(CCCC)CCCN,2.356499230681603
C=CCOP(OCC=C)OCC=C,3.0553396699539275
CCCCOP(OCCCC)OCCCC,1.9213725604578265
CCC(C)c1cc(OC(=O)NC)ccc1C,3.8009133695769823
Cl.OC(c1ccccc1)(c1ccc(Cl)cc1)C1CCCCN1,2.927213762920899
OC1OCC2C1C1(Cl)C(Cl)=C(Cl)C2(Cl)C1(Cl)Cl,2.311890634711919
CCC(CC)COCCC(=O)O,1.669439030603012
CCCCC(CC)COCCC#N,1.571185515484401
CCCCN(CCCC)CCOc1ccnc(N)n1,2.425516287548065
CN(C)CCOc1ccnc(N)n1,2.084521466392878
CCc1cnc(C(=O)O)c(C(=O)O)c1,1.7649884094479487
CCC(CC)COCCC#N,1.8000713245237525
CC(C)(CO)C(O)C#N,2.6197629800444284
COCCOC(=O)C=CC(=O)OCCOC,1.8421755955586538
COc1cc(NC(=O)OCCCN2CCN(c3ccccc3)CC2)cc(OC)c1OC.O=C(O)C=CC(=O)O,2.782623096183696
S=P(OCCCl)(OCCCl)OCCCl,2.5655584420946522
c1ccc(CNc2ncnc3c2NCN3)cc1,2.034324728129288
CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21,2.4393017875904333
ClC1=C(Cl)C2(Cl)C3C4OC4C(Cl)C3C1(Cl)C2(Cl)Cl,4.41421545564766
CN(C)CC(=O)NN=Cc1c(Cl)nc2sccn12,2.2799101781527713
Cc1ccc(-c2nc3n(c2C=NNC(=O)CN(C)C)CCS3)cc1,2.6327811206884246
C=CCn1c(=O)n(CC=C)c(=O)n(CC=C)c1=O,2.487113984447335
CC=C1C2C=C(C)CC1(N)c1ccc(=O)[nH]c1C2,4.208301585725124
CNCCCC12CCC(c3ccccc31)c1ccccc12,2.562310085597734
COP(N)(=O)SC,3.9735342369648907
CCOP(N)(=O)SC,4.491806967572398
Cl.N#Cc1ccc(C2CCCc3cncn32)cc1,3.113508840532819
CC(=O)Nc1cccc(NC(C)=O)c1,1.2544102764831258
CC(C)(O)CCc1ccccc1,1.8730774091645463
CC(=O)OC(C)(C)CCc1ccccc1,1.6287259108247392
CCCCC(CC)COC(C)=O,1.7590833569470927
C=CC(=O)OCC(CC)CCCC,1.5126594156761763
CCCCC(CC)COC(=O)CCCCC(=O)OCC(CC)CCCC,1.4195018548405507
CC(C)C(=O)OCc1ccccc1,1.7961383837890879
c1ccc(CCc2ccccc2)cc1,1.60575943609406
c1ccc(N=Nc2ccccc2)cc1,2.260610342181132
C1CN(SSN2CCOCC2)CCO1,1.6789724572145108
CCOC(=O)C=Cc1ccccc1,1.6439828828953786
CCCC(=O)OCc1ccccc1,1.8836273227715792
O=C(C=Cc1ccccc1)OCc1ccccc1,1.640303772099579
C=COCC(CC)CCCC,2.0635390645195058
CC(=O)OCCc1ccccc1,1.5164137279648737
CC(C)C(=O)OCCc1ccccc1,1.5678810765347369
c1ccc(COCc2ccccc2)cc1,1.8993060456822641
O=C(C=Cc1ccccc1)OCCc1ccccc1,1.7029696230456715
CC(=O)OCC=Cc1ccccc1,1.7275289343454536
CCC(=O)OCC=Cc1ccccc1,1.747827485961956
BrCCc1ccccc1,2.358301090625334
BrC=Cc1ccccc1,2.1656549750922633
CCCc1ccccc1,1.2988494631755845
O=C=Nc1ccccc1,2.1364763695586744
OCCc1ccccn1,1.352504421892354
CCOC1CCC=CO1,1.3182090605636967
O=C(O)Cc1ccccc1,1.7818351275646207
CN(C)Cc1ccccc1,2.7077629388538322
CC(=O)Nc1ccccc1,2.227777474810647
NC(=S)Nc1ccccc1,4.705356168990414
CC(=O)Nc1ccc(O)cc1,1.8425914274809647
CC(C=O)Cc1ccc(C(C)C)cc1,1.6984818612377333
CCCCCCOCC(O)CO,1.8482039012327545
CN(C)P(=O)(N(C)C)n1nc(-c2ccccc2)nc1N,4.167758790746809
N#CCC[P+](CCC#N)(CCC#N)CC[P+](CCC#N)(CCC#N)CCC#N.[Br-].[Br-],1.7590949535752807
COP(=S)(OC)SC(CBr)N1C(=O)c2ccccc2C1=O,3.3388917990695015
CCOP(=S)(OCC)SC(CBr)N1C(=O)c2ccccc2C1=O,4.386503919828599
CC(O)C(=O)O,1.3273040953818966
O=[N+]([O-])c1cc(Cl)cc(-c2cc(Cl)cc([N+](=O)[O-])c2O)c1O,4.537937408466961
CCCCCCCCOC(=O)c1cc(O)c(O)c(O)c1,2.082479372644507
CCCCn1c(=O)n(CCC)c(=O)c2c(NC)n(C(=O)OC)nc21,2.151542376836535
O=C=NCC1CCC(CN=C=O)CC1,2.084205271340053
CC(C)(N)Cc1ccccc1Cl.Cl,2.8215667968264344
CCOC(=O)C1=C(C)NC(C)=C(C(=O)OCC)C1c1ccccc1C=CC(=O)OC(C)(C)C,2.7140543321637085
CSc1ccc2c(c1)N(CCCN(C)C)c1ccccc1S2,2.357832369788243
NCC(O)c1ccc(O)cc1,2.091783215206912
Cc1ccc(S(=O)(=O)O)cc1,2.0776832650159096
CCCCCCCCCc1ccc(O)cc1,2.1336098657238436
CCCc1ccc(OC)cc1,1.533277972204709
CC=Cc1ccc(OC)cc1,1.8507165695955452
CCCCC1CCC(=O)O1,1.5094408116440432
OCC=Cc1ccccc1,1.826651318515926
O=CC=Cc1ccccc1,1.7747536277289946
O=COCc1ccccc1,1.9878896099977452
CCCCCC1CCC(=O)O1,1.2804666315790274
O=COCCc1ccccc1,1.6687475527303208
O=COCCCc1ccccc1,1.6036604242935508
O=COCC=Cc1ccccc1,1.7476207204929868
CCCCCCCC1CCC(=O)O1,0.998304118461434
CCCCC(CC)CN,2.458207957537511
CCCCC(CC)CO,1.8023254260016728
CCN(CC)CCCN,2.2758786236345543
Cc1ccc(C#N)cc1,1.4889624034662212
Cc1ccc(C=O)cc1,1.8756074070713815
CCC1CCC(C)NC1,2.3721991808027227
CCc1ccc(C)nc1,2.51759388099152
COc1ccc(N)cc1,1.956913140190847
CC(=O)OCC(C)c1ccccc1,1.6175147882180116
CCOC(CN1CCN(CC(C)C(=O)c2ccccc2)CC1)c1ccccc1.Cl.Cl,2.77400869928593
O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1.[Cl-],2.4524384090020686
CCC(C)(O)CCc1ccccc1,1.7812684291417173
CCOP(=O)(CCCl)OCC,2.3023352586177683
NC(=O)C1c2ccccc2C=Cc2ccccc21,2.1163235814282912
ClCC(Cl)=C(Cl)Cl,2.7108689593456163
CCOC(=O)CCCOc1ccc(Cl)cc1C,2.257186584781614
Cl.OC(c1ccccc1)(c1ccccc1)C1CN2CCC1CC2,2.8748914605396907
CCCCCOc1cccc(NC(=O)OC2CCCCC2N2CCCC2)c1,2.5606435879836336
CCN(CC)CCOCCOC(=O)C1(c2ccccc2)CCCC1.Cl,2.649044982055435
CC(C)=CC1C(C(=O)OCc2coc(Cc3ccccc3)c2)C1(C)C,2.336226895855267
O=c1c(C2CC(c3ccc(-c4ccc(Br)cc4)cc3)Cc3ccccc32)c(O)sc2ccccc12,5.987693635902961
Cc1cccc(N2CCN(CCCCN3C(=O)CNC3=O)CC2)c1,2.935883325062487
CC(Br)(CCl)CBr,2.506472074867302
CS(=O)(=O)O.NC(=O)CCN1CCN(C2Cc3cc(Cl)ccc3Sc3cc(F)ccc32)CC1,3.038758199415703
CCOC(=O)c1cnn(C)c1-n1c(CC)nc2ccccc2c1=O,2.2524287327436783
C[Si](C)(C)OP(=O)(O[Si](C)(C)C)O[Si](C)(C)C,1.961121582046616
C=CCC1C=C(C)CC(C)CC(OC)C2OC(O)(C(=O)C(=O)N3CCCCC3C(=O)OC(C(C)=CC3CCC(O)C(OC)C3)C(C)C(O)CC1=O)C(C)CC2OC,3.7781679952460756
CC(C)COC(=O)CCc1ccco1,2.002766202102509
O=Nc1ccc(NO)cc1,2.4737574546763668
O=Nc1ccc(N=O)cc1,2.1252898622237613
C=C(C)C(=O)OCCN(CC)CC,1.596069980867687
CCCCCCCCCCCCCCCCCC1=NCCN1,1.9882719186304254
CCCC(C)CO,1.8601340346380915
C#CC(O)CCC,2.8914976342364813
CCOC(=O)CC,1.0680523617913003
COC(=O)CC(C)=O,1.5715734584741357
CCC(C)OC(C)=O,1.5599066250361124
CCCC(=O)OCC,0.9511132510491817
CCNC(=S)NCC,2.6216494840418423
CCOC(=O)CC#N,1.752494043569587
CCOC(C)OCC,1.4097714542893107
CC(C)OC(=O)OOC(=O)OC(C)C,1.983862250329619
CCCOC(=O)CCC,0.938476360275253
Cc1ccc(O)c(C)c1,1.6476212154037275
CCCCOC(=O)C=CC(=O)OCCCC,1.4275340521547182
CCCCOC(=O)C=CC(=O)OCCCC,1.790281359255246
CC(C)=CCCC(C)CCOC=O,1.3411965608025662
CC(=O)OCC=C(C)CCC=C(C)C,1.49149446500067
CC[N+]1(CC)CCC(OC(=O)C(O)(c2ccccc2)c2ccccc2)C1.[Br-],2.7570502298376125
CCC(C)(C)OOC(C)(C)CC,2.0108085975122063
CCCN(CCC)C(=O)CN(CC)P(=S)(OCC)OCC,2.21122757093745
Nc1cccc(Oc2ccc(-c3ccc(Oc4cccc(N)c4)cc3)cc2)c1,2.2653320629875746
CCCCCCCCCCCCC(Br)C(=O)O,2.5844330002103364
CC(C)(C)c1cc(C=C(C#N)C#N)cc(C(C)(C)C)c1O,3.5113254469912514
NC(=O)CCN1CCN(C2Cc3cc(Cl)ccc3Sc3cc(F)ccc32)CC1.O=C(O)C=CC(=O)O,3.0389889654643536
CC(=O)N(CCN(C(C)=O)C(C)=O)C(C)=O,1.458586478334468
O.O=C(C(F)(F)F)C(F)(F)F,2.986146824564145
CC=CC(=O)OCC,1.5803318329385976
C#CCOC(=O)C(C)Oc1ccc(Oc2ncc(Cl)cc2F)cc1,2.1943768402738066
NCCCNCCNCCCN,2.1620962074100993
CN(C)CCCNCCCN,1.9796967304322988
CN(C)CCC=C1c2ccccc2C(C)(C)c2ccccc21.Cl,3.2852911708167265
CN1CCC(OC2c3ccccc3CCc3ccccc32)CC1.O=C(O)C=CC(=O)O,2.450771384911648
CCOC(=O)Nc1ccc2c(c1)N(C(=O)CCN1CCN(CCO)CC1)c1ccccc1CC2.Cl,3.534287775286969
CCOCCc1ccc(OCCNc2ncnc(CC)c2Cl)c(C)c1C,3.516697438873837
CCCCCN(N=O)C(N)=O,2.4537250275741473
CCN(C)N=O,2.9907826918031377
CCCCC(CC)CNCC(CC)CCCC,2.168006744071275
CC(C)=CCCC(C)=CCO,1.564984328795392
CC(C)=CCCC(C)=CCO,1.5350211054179486
CCCC(=O)OCC=C(C)CCC=C(C)C,1.3231572542833479
CCCC(=O)OC(=O)CCC,1.2552093683369414
CCCCCCCC(=O)OCC,0.8218999235384237
CCCCC(=O)CC,1.61671138429984
Cc1ccc(Cl)cc1,1.762636195098761
Clc1ccc(Cl)cc1,1.5886899421562464
Nc1ccc(Cl)cc1,2.621462333415398
Oc1ccc(Cl)cc1,2.1905445768599603
Cc1ccc(N)cc1,2.334534817076521
O=C1C=CC(=O)C=C1,3.033809623554896
CC1CNC(C)CN1,1.5579485967944495
C=CC(=O)OCC(C)C,1.3309070654426471
OCCCCC(O)CO,0.9373399057887816
C=CC(=O)OCCC#N,2.8420785270985314
C=CC(=O)OCCOCC,2.129491120770787
C1CC2OC2CC1C1CO1,1.7548753282303649
CCC1CO1,1.9037349177462217
ClCC1CO1,2.68182835992263
C=CC(=O)OCC1CO1,2.8523681524745497
C=CCOCC1CO1,1.8533331050023352
BrCCBr,3.2188430800439725
C=CCBr,2.878582827970027
C=CC=C,0.9943524808779389
CN1CCN(c2c(F)cc3c(=O)c(C(=O)O)cn4c3c2SCC4)CC1.Cl,2.902086527224918
COC(=O)Nc1nc2ccccc2[nH]1,1.4752851992156413
COCCCOCC(C)OCCCOC(=O)c1ccccc1,1.7531271624304614
COc1cc(C(=O)N2CCN(C(=O)c3cc(OC)c(OC)c(OC)c3)CC2)cc(OC)c1OC,2.676245369342988
CNC(=O)ON=C1SCOC1(C)C,5.00913419582404
Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2,3.860489324451613
CNC(=O)ON=C1SC(C)OC1C,4.656951677712677
CNC(=O)ON=C1SCCOC1C,4.5320129411043775
CCC1OCCSC1=NOC(=O)NC,4.060256364897957
CNC(=O)ON=C1SCCOC1(C)C,5.560858715467143
CCOc1ccccc1OCCNC(C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,2.8354281110317414
CCC[Si](OC)(OC)OC,1.4165810287945744
CCO[Si](CCCC#N)(OCC)OCC,1.6723381896857183
C=C[Si](OCCOC)(OCCOC)OCCOC,1.9764754562266933
CCO[Si](C)(CCCC#N)OCC,1.7322255464860004
CCOCCN(C(=O)CCl)C(=C(C)C)c1ccccc1,2.478459333611735
CC(C)(O)C(=O)c1ccc(OCCO)cc1,1.7398710710998786
CCOP(=S)(S)OCC.N,1.410444059332352
CN(C)C(=O)C(CC[N+]1([O-])CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,3.4573598737241094
O=[N+]([O-])c1ccc(NS(=O)(=O)c2ccc(Cl)c(C(F)(F)F)c2)c(Cl)c1,3.4976583091817046
C=CC=O,3.3093513863217052
CCCS,1.6362370765474314
ClCCCl,2.169384883920238
OCCCl,3.096311688640695
CCCN,2.0995777956149917
CCC#N,3.1499293245583866
C=CC#N,2.792833869562147
N#CCO,3.677089627487312
C=CCO,2.7683914130944873
C#CCO,3.0162903203289995
O=CCCl,2.94546858513182
OCCO,0.8895878021833086
O=CC=O,1.4626674763685714
C=COC,1.0738305276635236
CC=NO,1.9021205464769224
COCCl,2.2069013989399444
COC=O,1.7839903716285985
CC(O)CC(C)(C)O,1.4004314280351673
CC(C)OP(C)(=O)F,5.406056846057833
CC(C)(C)CC(C)(C)N,2.615876133766406
CCCCCCCCCCCCCCCCCC[N+](C)(C)CCCCCCCCCCCCCCCCCC.[Cl-],1.683705067043591
CCCCOP(=O)(O)OCCCC,1.8175033938933318
CCCCC[Si](Cl)(Cl)Cl,1.9437819042463818
CC(C)=CC=O,2.0860398475603192
CC(O)CC=O,1.6065489911770607
N#CCC(N)=O,1.4195323940711828
CCCCC(CC)COP(=O)(O)O,1.7848342771399637
CCC(CO)NCCNC(CC)CO.Cl.Cl,1.6103407114521568
O=[P+](OCCCl)OCCCl,2.898862247862338
C=CC(=O)OCCCCOC(=O)C=C,2.5285049885874264
ClCCC(Cl)(Cl)Cl,2.5695817020220906
CN1C2CCCC1CC(NC(=O)c1nn(C)c3ccccc13)C2.Cl,2.998605539658326
N#CCC[Si](Cl)(Cl)Cl,1.974320524253383
N#CCCC[Si](Cl)(Cl)Cl,1.8547329469966172
CC(=O)CCCO,1.2029861148445147
O=C(O)CNCP(=O)(O)O,1.5402778473859
N#CC#CC#N,2.236706311671046
CCCCCCOc1ccc(NNC=O)cc1,2.5179721335078367
CC1CS1,2.465265724642265
OCCN1CC1,3.0708961169317326
CC1CC(=O)CC(C)O1,1.5763108556858672
N#CCCNc1ccccc1,1.4928287203348647
CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,2.085870541924444
CC(C)(C)c1cc(CCC(=O)O)ccc1O,2.3469082033117274
O=C(O)C1CCC(C(=O)O)CC1,1.9172934335340934
COc1ccc2c(c1)CCCC2=O,2.7689216195036788
Cl.Nc1ccc2[nH]c3c(c2c1)CCCC3,2.774885665768346
CN(C)CCO,1.7432235223133872
CC(C)CC(C)O,1.5952157851089945
CC(O)CN(C)C,1.773232800511145
CC(C)NC(C)C,2.3239092339570604
CC(C)OC(C)C,1.0814697369627644
CC(=O)OC(C)C,1.3211914687938462
CC(C)OC(=O)Cl,2.2023058150099124
CC(=O)OC(C)=O,1.7585589474502654
O=C1CCC(=O)O1,1.782122892217326
O=C1C=CC(=O)O1,2.006951288768733
CCOP(=S)(OCC)Oc1cc(C)[nH]n1,4.31921019418185
Cc1cccc(C)c1,1.2614065761023765
Cc1cccc(O)c1,2.6501709992591747
Nc1cccc(Cl)c1,2.6975222074503344
Oc1cccc(Cl)c1,2.3532242517377426
Cc1cccc(N)c1,2.0018520741422487
Nc1cccc(N)c1,2.3665494762094643
Oc1cccc(O)c1,2.343299158378835
Cc1ccnc(C)c1,2.728986497902737
Cc1cncc(C)n1,2.089519756949249
O=C1CCCC(=O)O1,2.068281028719678
COC(=O)CC(=O)OC,1.3941434465763112
CC(CCl)OC(C)CCl,2.663207421133826
CC1OC(C)OC(C)OC(C)O1,2.713918364196843
COCC(C)OC(C)=O,1.3294060948172288
Cc1cc(C)cc(N)c1,2.233101845081558
Clc1cc(Cl)cc(Cl)c1,2.355664592071616
Oc1cc(O)cc(O)c1,1.4986929781233755
Cc1cc(C)nc(C)c1,2.481381708337075
Clc1nc(Cl)nc(Cl)n1,2.7425654909626562
Nc1nc(N)nc(N)n1,1.5956443141393277
CC(=O)OC(C)CC(C)C,1.3694267106851024
Brc1ccccc1,1.8188032712507685
Cc1ccccc1,1.2654829169746642
Cc1ccncc1,2.065994952623414
Clc1ccccc1,1.8058675582577857
NC1CCCCC1,3.074724491718606
OC1CCCCC1,1.8103669536816251
Oc1ccccc1,2.257646273823409
Sc1ccccc1,3.378405784311396
Cc1cccnc1,2.169744390161776
NC(=Nc1c([N+](=O)[O-])cnc2ccccc12)N1CCOCC1,1.876947788672466
CCC1OC(=O)CC(O)C(C)C(OC2OC(C)C(O)C(N(C)C)C2O)C(CCN2CC(C)CC(C)C2)CC(C)C(=O)C=CC(C)=CC1COC1OC(C)C(O)C(OC)C1OC,3.0226392869203225
CCOP(=O)(OCC)SCC1(C)SCCS1,4.033456785887872
CCOc1ccc(NC(=O)CC(C)O)cc1,1.503736222654338
Cn1c2c(c(=O)n1-c1ccccc1)CCCC2,2.1824051408437146
CCC(CC)(C(=O)O)c1cccc2ccccc12,2.350961920352259
CN(C)S(=O)(=O)N(SC(F)(Cl)Cl)c1ccccc1,2.823783211699199
c1ccc2c(NCCCN3CCOCC3)n[nH]c2c1,2.4555477303631585
CCC(=O)c1ccc(OCC(O)CO)c(OC)c1,2.1912669392091018
O=C(Cc1ccccc1)NNCc1ccccc1,1.9828246058037748
CS(=O)(=O)N=C([O-])c1cc(Oc2ccc(C(F)(F)F)cc2Cl)ccc1[N+](=O)[O-].[Na+],2.4873731422527863
COc1ccc(C(N)=O)cc1C(=O)NCc1cccnc1,2.2185172389375687
COC(=O)C(C)c1ccc(-c2ccsc2)cc1,2.0241631488794942
