RTECS_ID,SMILES,rat_oral_LD50,MW
7348267,O=C(OC1CN2CCC1CC2)c1ccccc1,2.966226236,231.29500000000002
55902084,Cc1ccc(=O)n(CC(=O)NC(C)Cc2ccccc2)n1,2.33479938,285.34700000000004
3184132,NCCCC(N)C(=O)O,1.121109888,132.163
78246498,Fc1ccc(C2CCNCC2COc2ccc3c(c2)OCO3)cc1,2.899637262,329.3710000000001
79277273,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,1.889188491,387.39900000000017
24437603,O=S(=O)(CCl)c1ccc(Br)cc1,1.731664498,269.547
15876672,CN(CCCCCCN(C)C(=O)Oc1ccc[n+](C)c1)C(=O)Oc1ccc[n+](C)c1,4.619637945,416.52200000000016
39900384,CC1CCC2C(C)(C)C3CC12CCC3(C)OC=O,1.6996331,250.38199999999992
26741537,CC(C)(C)c1ccc(OP2OCC3(CO2)COP(Oc2ccc(C(C)(C)C)cc2C(C)(C)C)OC3)c(C(C)(C)C)c1,2.034909361,604.705
1405921,CC(=O)OCC1=CCC23CC1C(C)(C)C2CCC3C,1.719982241,262.393
3414479,FC(F)(F)c1cccc(OCC2CNC(=S)O2)c1,2.723566896,277.267
20417849,CNC(=O)ON=C1CCCC1(C)[N+](=O)[O-],4.730800438,215.20899999999997
2104645,CCOP(=S)(Oc1ccc([N+](=O)[O-])cc1)c1ccccc1,4.664521098,323.31000000000006
7776661,CCOP(O)(=S)CC,2.409851439,154.17099999999996
2540821,COP(=S)(OC)SCC(=O)N(C)C=O,3.012454202,257.27299999999997
2511106,CCOP(C)(=O)SCC,4.447669577,168.19799999999998
63744490,Cn1c2ccccc2c2cc(N)ccc21,2.752486829,196.253
24645145,CC(O)(CC(=O)O)c1ccc(C2CCCCC2)c(Cl)c1,2.472455117,296.7939999999999
919540,CCOC(=O)CSP(=S)(OCC)OCC,2.393699611,272.328
460004,Fc1ccc(Br)cc1,1.811674285,175.0
7128645,CC(C)(C)c1ccc2oc(-c3ccc(-c4nc5cc(C(C)(C)C)ccc5o4)s3)nc2c1,1.634046793,430.57300000000015
29462188,O=C1CN=C(c2ccccc2)c2c(sc3c2CCCC3)N1,2.170840877,296.395
873507,Cc1ccn(NC=O)n1,2.05597223,125.131
76131,FC(F)(Cl)C(F)(Cl)Cl,0.63924319,187.37500000000003
1001554,CC(=O)OCC#N,3.490875467,99.08900000000001
18952799,CC(C)c1cccc(OC(=O)N(C)N=O)c1,2.744770054,222.24399999999997
15205682,C=CC(=O)OCCSCC,1.806825507,160.23799999999997
1122629,CC(=O)c1ccccn1,1.725349137,121.13899999999997
90493,CCC(C(=O)NC(N)=O)c1ccccc1,1.999884201,206.24500000000003
2814202,Cc1cc(=O)nc(C(C)C)[nH]1,1.751042328,152.197
27035309,COc1ccc2c(c1)c(CC(=O)NO)c(C)n2C(=O)c1ccc(Cl)cc1,3.679390621,372.8080000000001
50802705,CN(Sc1ccc([N+](=O)[O-])cc1)C(=O)Oc1cccc2c1OC(C)(C)C2,4.17541671,374.4180000000002
3688651,C=[N+](O)C1Cc2ccc(OC)c3c2C2(C)C1C=CC(O)C2O3,2.27638999,302.35
96719505,COc1ccc2c(c1)CCN(c1ccccc1)C2c1ccccc1N,2.519080785,330.43100000000004
2550267,CC(=O)CCc1ccccc1,1.665712877,148.20499999999998
1766912,CCCCCC1Nc2cc(C(F)(F)F)c(S(N)(=O)=O)cc2S(=O)(=O)N1,0.904641985,401.4320000000001
103446986,CCCCn1c(=O)n(CCC)c(=O)c2c(NC)n(C(=O)OC)nc21,2.151542377,337.3800000000001
35108884,CC(C)(C)NCC(O)COc1ccccc1OCC1CCCO1,2.473155434,323.4330000000001
4066028,Cc1cc(Cc2cc(C)cc(C3CCCCC3)c2O)c(O)c(C2CCCCC2)c1,2.292901494,392.5830000000002
912607,COc1ccc2c(c1OC)C(=O)OC2C1c2c(cc3c(c2OC)OCO3)CCN1C,2.434554198,413.4260000000003
60207310,Clc1ccc(C2(Cn3cncn3)OCCO2)c(Cl)c1,2.988780397,300.145
139877,CCN(CCO)CCO,1.46455868,133.191
4076624,CC=CC=CC(=O)NO,1.713357347,127.14299999999999
5418633,CC1=[N+](C)c2ccccc2C1(C)C,2.391795741,174.26699999999994
27811887,O=[N+]([O-])c1cc(Cl)c(Cl)c(Cl)c1[N+](=O)[O-],2.805289716,271.443
154619917,CN1CCC2(C)c3cc(OC(=O)NCCCCCCCCCCN4CCCCC4)ccc3N(C)C12,4.500807572,484.72900000000044
2483570,COC(=O)C[N+](=O)[O-],1.499482887,119.07600000000001
5585739,CC(CC1c2ccccc2CCc2ccccc21)CN(C)C,2.622441994,293.454
469794,CCC(=O)C1(c2cccc(O)c2)CCN(C)CC1,3.060852385,247.33799999999994
541913,CC1CCCCCCCCCCCCC(=O)C1,1.678363571,238.41499999999994
63233567,CCCCCCCCCCCCCC(=O)Nc1ccc(Cc2ccccn2)c([N+](=O)[O-])c1,3.643057684,439.60000000000014
91503796,CC(=O)OC(C)OC(=O)C(C)c1ccc(-c2ccccc2)c(F)c1,3.699436949,330.355
92706,O=C(O)c1cc2ccccc2cc1O,2.354454754,188.182
90098047,O=C(NC(Cc1cc(=O)[nH]c2ccccc12)C(=O)O)c1ccc(Cl)cc1,1.870160351,370.79200000000003
1606764,O=[N+]([O-])c1nccs1,2.977650188,130.128
168152861,CCCc1c(Cc2ccc(-c3ccccc3-c3nn[nH]n3)cc2)c(N2CCCC2)nc2ncnn12,3.190859069,465.5650000000002
111295,OCCCCCO,1.716625109,104.149
59558235,CCCCCCCC(=O)Oc1ccc(C)cc1,2.16572459,234.339
1328901,COC1CC=C2CCN3CCC4=C(CC(=O)OC4)C23C1,2.934731948,275.348
114807,CN(C)C(=O)Oc1cccc([N+](C)(C)C)c1,3.641310767,223.29599999999996
7011838,CCCCCCC1(C)CCC(=O)O1,1.566505843,184.27899999999997
63886577,CCOC(C(=N)N1CCCC1)c1ccccc1,2.66712968,232.32700000000003
5029469,O=C(O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.498460473,223.097
150130,Nc1ccc(C(=O)O)cc1,1.296537193,137.138
90717036,Cc1cnc2c(C(=O)O)c(Cl)ccc2c1,1.646684015,221.643
26544387,CCC=CCCCCCCCCC1CC(=O)OC1=O,2.018963065,266.381
5259881,CC1=C(C(=O)Nc2ccccc2)S(=O)(=O)CCO1,2.125978711,267.306
24017478,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,3.740111876,313.319
32891295,CN1C2CCC(C)(C)C1CC(OC(=O)C(O)(c1cccs1)c1cccs1)C2,2.535464408,405.5850000000001
104643,O=COCCCc1ccccc1,1.603660424,164.204
78842,CC(C)C=O,1.875706194,72.107
73926940,O=S(=O)(O)c1cc(Cl)ccc1C=Cc1ccc(-n2nc3ccc4c(S(=O)(=O)O)cccc4c3n2)cc1S(=O)(=O)O,1.494977803,622.0580000000003
7361935,O=C(O)c1ccccc1N=Cc1ccccc1O,2.683490117,241.24599999999998
16118493,CCNC(=O)C(C)OC(=O)Nc1ccccc1,1.332017734,236.27100000000002
53939289,CCCCC=CCCCCCCCCCC=O,1.678363571,238.4149999999999
14214325,COc1ccc(Oc2ccc(NC(=O)N(C)C)cc2)cc1,2.45686837,286.331
607885,Cc1ccc(OC(=O)c2ccccc2O)cc1,2.244461726,228.24700000000004
18596515,CCOP(=S)(CC)SCOc1ccc(Cl)cc1Cl,3.488919438,345.25300000000004
89226755,COC(=O)C1=C(C)NC(C)=C(C(=O)OCCN2CCN(C(c3ccccc3)c3ccccc3)CC2)C1c1cccc([N+](=O)[O-])c1,3.592711144,610.7110000000002
87757184,CC(Oc1ccc(Oc2ncc(Cl)cc2Cl)cc1)C(=O)N1CCCO1,2.884490628,383.2310000000002
15862110,CCOc1ccc(N(N=O)C(C)=O)cc1,3.99629689,208.21699999999998
596510,C[N+]1(C)CCC(OC(=O)C(O)(c2ccccc2)C2CCCC2)C1,2.652377289,318.43700000000024
327980,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,4.34713999,333.60400000000004
17959114,COCC(=O)CNC(=O)Oc1ccccc1OC(C)C,3.604084043,281.30800000000005
66898622,O=C1OC(OC(=O)c2cccnc2Nc2cccc(C(F)(F)F)c2)c2ccccc21,1.538174568,414.3390000000001
15536013,CCP(=O)(OC)Oc1ccc([N+](=O)[O-])cc1,5.213377839,245.171
67055598,CC(C(O)c1ccccc1)N(C)CCC#N,2.365925882,218.29999999999995
89327,O=c1oc(=O)c2cc3c(=O)oc(=O)c3cc12,1.986512971,218.11999999999995
31868185,CC1COC2(c3ccccc3Cl)c3cc(Cl)ccc3NC(=O)CN12,1.906985936,363.2440000000001
41035294,FC(F)(F)c1nc2c(Br)c(Cl)c(Cl)c(Br)c2[nH]1,5.079958335,412.8180000000001
6071278,CCCCCCCC(O)CCO,0.940227523,174.284
80834486,O=C1CCc2cc(C(=O)CCN3CCN(c4ccccc4)CC3)ccc2N1,2.861487813,363.46100000000007
10043182,CCCCOCCOCCCO,1.533494208,176.25599999999997
6840115,COP(=S)(OC)c1ccccc1,2.652600854,202.215
539219,NC(=S)N=Nc1ccc(NN=C(N)N)cc1,2.500221833,237.292
61422455,CCCCCCNC(=O)n1cc(F)c(=O)[nH]c1=O,2.982245912,257.265
14504155,NC(=O)Cc1c(=O)o[n-][n+]1Cc1ccccc1,1.719418815,233.227
78900,CC(N)CN,1.521671561,74.127
5826915,CCCc1cc(OP(=S)(OCC)OCC)nc(C)n1,3.066735653,304.352
56420452,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)CC(O)(C(=O)CO)CC3OC1CC(N)C(O)C(C)O1,2.604885756,543.5250000000003
120401,CCCCCCCCCCCC(=O)N(CCO)CCO,2.027189484,287.444
20417838,CNC(=O)ON=C(C)C(C)(C)[N+](=O)[O-],4.193976077,203.19799999999998
100038,O=S(O)c1ccc(Cl)cc1,2.548079712,176.62399999999997
74125012,CCCOP(=O)(SCCC)SCCC,3.298282575,256.37299999999993
64037747,COC(=O)CCC(Br)C(C)=O,2.570282129,223.066
40766301,Cc1ccccc1C(C)c1ccccc1,2.049866764,196.293
3671678,CC(C)(C)c1ccc2nc(C(F)(F)F)[nH]c2c1,3.840184985,242.24399999999997
1474802,CCOP(=O)(OCC)OP(=O)(N(C)C)N(C)C,4.879942024,288.221
31291711,CC1CCCc2ccccc21,1.338970587,146.23299999999998
17969209,O=C(O)Cc1csc(-c2ccc(Cl)cc2)n1,2.47491866,253.71
7199293,NC(=O)C1c2ccccc2CCc2ccccc21,1.995090157,237.30199999999996
91040947,CC(=O)c1ccc2cc(CC(=O)O)ccc2c1,2.057375082,228.24699999999996
4336190,COC(=O)C1=C(C(=O)OC)CCCC1,2.45204505,198.21799999999993
55902073,CC(C)N(C(=O)Cn1nc(-c2ccccc2)ccc1=O)C(C)Cc1ccccc1,2.330434959,389.4990000000002
22198932,C#CC(C)(C)NC(=O)C=Cc1cc(OC)c(OC)c(OC)c1,2.726080597,303.358
1397893,CC1C=CC=CC=CC=CC=CC=CC=CC(OC2OC(C)C(O)C(N)C2O)CC2OC(O)(CC(O)CC(O)C(O)CCC(O)CC(O)CC(=O)OC(C)C(C)C1O)CC(O)C2C(=O)O,2.266744736,924.0910000000003
39562271,COC(=O)C(=Cc1ccccc1[N+](=O)[O-])C(C)=O,1.697616373,249.22199999999998
56538013,COc1ccc([N+](=O)[O-])cc1CNCCCl,3.941436891,244.67799999999997
79985914,COP(=O)(OC)SC(C)C,3.231858797,184.19699999999997
542563,CC(C)CON=O,2.400563259,103.121
56359,CCCC[Sn](CCCC)(CCCC)O[Sn](CCCC)(CCCC)CCCC,3.835812255,596.117
23779999,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2c(C(F)(F)F)cccc12,2.88055717,406.36000000000007
56177,NCCSSCCN,2.230357673,152.28799999999998
5778803,COc1ccc2nc3c(c(N)c2c1)CCCC3,2.481701424,228.29499999999993
61477949,CC1CCCC(C)N1CCCC(O)(c1ccccc1)c1ccccn1,3.129878537,338.49500000000006
52112660,Nc1nc2ccc(Br)cc2o1,2.629478918,213.03399999999996
1081954,CCOP(=O)(OCC)SCC1(C)SCCS1,4.033456786,302.42300000000006
39004949,COP(=S)(Oc1ccc([N+](=O)[O-])cc1)Oc1ccc([N+](=O)[O-])cc1,3.074374488,370.2790000000001
17560519,Cc1ccccc1N1C(=O)c2cc(S(N)(=O)=O)c(Cl)cc2NC1C,1.864323558,365.8420000000001
10592139,CC1c2cccc(O)c2C(=O)C2=C(O)C3(O)C(=O)C(C(N)=O)C(=O)C(N(C)C)C3C(O)C21,2.370310168,444.44000000000017
21260468,CN(C)C1=[S][Bi+3]23([S]=C(N(C)C)[S-]2)([S]=C(N(C)C)[S-]3)[S-]1,2.278483797,569.6460000000002
51481619,CN/C(=N\C#N)NCCSCc1[nH]cnc1C,1.703028142,252.347
584021,CCC(O)CC,1.67338071,88.15
1624028,O=[Cr](=O)(O[Si](c1ccccc1)(c1ccccc1)c1ccccc1)O[Si](c1ccccc1)(c1ccccc1)c1ccccc1,2.276297641,634.8000000000003
1890477,FC1(F)CC(C2CC3(Cl)C(Cl)=C(Cl)C2(Cl)C3(Cl)Cl)C1(F)F,2.889942101,426.8790000000001
89427327,Fc1c(Cl)c(Br)c2nc(C(F)(F)F)[nH]c2c1Cl,4.749998517,351.91200000000003
168152703,CCCc1nc2ncnn2c(N(CC)CC)c1Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1,3.192735601,467.5810000000001
114460081,CC1Cc2cc3c(cc2C(c2ccc(N)cc2)=NN1)OCO3,2.926257167,295.3420000000001
72619411,CC(C(=O)OCCOCCO)c1ccc2c(c1)C(=O)Cc1ccccc1O2,3.153698803,370.4010000000001
78232265,CC(=O)SCc1cnc(C)c(O)c1CSC(C)=O,2.515919499,285.39
23256306,CC1CS(=O)(=O)CCN1N=Cc1ccc([N+](=O)[O-])o1,1.850876068,287.297
22131799,C=CCOc1ccc(CC(=O)O)cc1Cl,2.334183669,226.659
2507917,CCOC(C)C(C=NNC(N)=S)=NNC(N)=S,1.936373919,276.391
121891,CC(=O)c1cccc([N+](=O)[O-])c1,1.705989958,165.14799999999997
66934187,CC(C(=O)O)c1ccc2oc(-c3ccc(F)cc3)nc2c1,2.738424468,285.274
57976,Cc1c2ccccc2c(C)c2c1ccc1ccccc12,2.894282181,256.348
700072,CNc1snc2ccccc12,2.613400435,164.233
92929947,CON=Cc1ccc(OCC(O)(Cn2cncn2)C(C)(C)C)cc1,2.557406611,332.40400000000005
75764588,CCC(=O)N(c1ccccc1)C1CCN2CC(c3ccccc3)c3ccccc3C2C1,3.136256438,410.5610000000001
536083,O=C(O)c1cc(O)c(O)c(C(=O)Oc2cc(O)c(O)c(O)c2)c1,2.154050793,322.22499999999997
150196,COc1cccc(O)c1,2.317933911,124.13899999999997
118314355,O=c1c2[nH]nnc2nc2sc(CCC3CCCCC3)nn12,1.784444682,304.379
623870,O=[N+]([O-])OCC(O)CO[N+](=O)[O-],2.232931718,182.088
13674878,O=P(OC(CCl)CCl)(OC(CCl)CCl)OC(CCl)CCl,2.367211821,430.90700000000004
1714030,CC(C)OP(=S)(CCl)Sc1ccc(F)cc1,3.884275287,298.772
58011680,Cc1ccc(S(=O)(=O)Oc2c(C(=O)c3ccc(Cl)cc3Cl)c(C)nn2C)cc1,1.662777603,439.3200000000001
59494,O=c1[nH]c2ccccc2o1,2.285628025,135.12199999999996
4019403,O=C(Nc1ccc(Cl)cc1)c1cc(Cl)cc(-c2ccc(Cl)cc2)c1O,2.145320297,392.6690000000001
34580660,CC(=O)COc1nn(-c2cccc(C(F)(F)F)c2)c2ncccc12,2.525414124,335.285
556821,CC(C)=CCO,2.026689597,86.134
136687757,COc1ccccc1C1C(Cl)C(=O)N1c1ccccc1C(=O)O,2.140606235,331.75500000000005
13484134,c1cc2c(cc1C1CO1)O2,1.67575244,134.134
