RTECS_ID,SMILES,rat_oral_LD50
2590003,CC(=O)Nc1cnn(-c2ccccc2)c1,
144405505,O=C(Cn1c(=O)ccn(C2OC(CO)C(O)C2O)c1=O)c1ccccc1,
64511586,Cc1ccccc1N1CCN(CC(O)COc2ccccc2N)CC1,
2869343,CCCCCCCCCCCCCN,
3776189,ClP1(N2CC2)=NP(N2CC2)(N2CC2)=NP(N2CC2)(N2CC2)=N1,
21208866,Cc1ccccc1OCCCCCCNCCSS(=O)(=O)O,
35132811,CCCCNCC(O)COC(Cc1ccccc1)Cc1ccccc1,
110607697,CCOC(=O)C(C)Oc1nc(C)n(-c2cccc(Cl)c2)n1,
2104929,NC(=S)N/N=C/c1cccnc1,
63917555,CN(C)CCCN1c2cc(C(F)(F)F)ccc2SC2CCCCCC21,
1939351,c1ccc(CC(c2ccccc2)N2CCCC2)cc1,
59333903,CC(C)NCC(O)COc1ccccc1C1CCCCC1,2.197369979
67205725,CNC(=O)Oc1c(Cl)c(Cl)c(C#N)c(Cl)c1C#N,
33667888,Cc1ccc(C(=O)Nc2ccc([N+](=O)[O-])cc2)cc1,
73855922,CC(C)NC1CN(C2c3ccccc3CCc3ccccc32)C1,
34618661,CC(C)(C)CC(C)(C)C(=O)OCCC[N+]1(C)CC[N+](C)(C)CC1,
4762178,CC(C)(C)NC(=N)N=C(N)N,
51896129,CC(=O)Nc1ccc(C(=O)NC(=Cc2ccccc2Cl)C(=O)NC2CCCCC2)cc1,
7072404,N=C(N)SCCCN,
3184369,Oc1ccc(CC2NCCc3cc(O)c(O)cc32)cc1O,
71795227,C#CCNC(=NS(=O)(=O)c1ccc(C)cc1)NC1CCCCC1,
39978400,O=C(NC(CO)C(=O)NN=CC=Cc1ccc([N+](=O)[O-])o1)OCc1ccccc1,
43153146,O=C(O)Cc1ccc(C2SCCCS2)cc1,
4318789,Nc1cncc(N)c1,
54864947,CCCNC(=O)c1ccc(N2CCN(C)CC2)nc1,
99068776,CCOc1ccccc1C(=O)NC(N)=O,
2536165,O=[N+]([O-])NCCCCCCN[N+](=O)[O-],
100447505,CNCCC=C1c2ccccc2CCc2sc(C)nc21,
102433410,Cc1cccc(CNC(=O)NCCCl)c1C,
3440195,CCNc1nc(Cl)nc(Cl)n1,
85684442,Cc1ccc(NCP2CN(c3ccc(C)cc3)CN(c3ccc(C)cc3)C2)cc1,
108682504,COC(=O)C(OP(=O)(OC)OC)C(F)(F)F,
63580687,CCOP(=S)(OCC)SCSC(=S)N(C)C,3.328351057
79989290,COc1ccc2c(c1)-c1c(ccc(OC)c1O)CC(Cc1cccc(C)c1)N(C)CC2,
4493189,CCCCCC(=O)NC1C(=O)N2C1SC(C)(C)C2C(=O)O,
108661718,CC(=O)Nc1ccc(OC2CCCC(NC(C)C)C2O)cc1,
102434151,C=C(Br)CNC(=O)Nc1cccc2c1CCCC2,
40598570,CC(=O)OC1C(=O)NC(=NNC(=O)CCCCC(=O)NN=C2NC(=O)C(OC(C)=O)C(=O)N2)NC1=O,
102009041,Nc1ccc(OCCCCCOc2ccc(NC(=O)CO)cc2)cc1,
26369051,Cc1ccc(C2(O)CCN(CCCN3c4ccccc4C=Cc4ccccc43)CC2)cc1,
66715488,CCCCc1ccc(C(=O)NCCN(CC)CC)nc1,
36356248,O=C(Oc1ccccc1OCCCl)c1cccs1,
351053,O=C(CF)Nc1ccc(Br)cc1,3.903187318
33499115,CCOC(=O)C1=CN(C(=O)CC)C2CCCC(C)N2C1=O,1.995670606
3428248,Oc1cc(Cl)c(Cl)cc1O,
144165219,Cn1c(-c2cccc(F)c2)nnc1S(C)(=O)=O,
20333306,c1ccc([Hg]S[Hg]c2ccccc2)cc1,
15471042,CN1CCN(CCOC23CCC(c4ccccc42)c2ccccc23)CC1,
70962275,CC(C)C(=O)Nc1ccc2c(c1)C13CCN4CC5=CCOC6CC(=O)N2C1C6C5CC43,
106147802,c1ccc(-c2ccc(C(Cc3cnc[nH]3)c3ccccc3)cc2)cc1,
13983227,Cc1ncc(CCl)c(CO)c1O,
3652322,Cn1c(-c2ccncc2)n[nH]c1=S,
40056733,Clc1ccc(Cl)c(OCc2nnc(NC3CCCCC3)o2)c1,
67292686,COc1ccc2[nH]c(C)c(CCN(C)C)c2c1,
60575215,CCNC1COc2ccc(C)cc2C1,
64622453,CC(C)Cc1ccc(C(C)C(=O)OCc2ccccn2)cc1,2.314975551
511706,CCC(Br)(CC)C(N)=O,
67287,CC(=O)N/N=C/c1ccc([N+](=O)[O-])o1,
13338631,COc1cc(CC#N)cc(OC)c1OC,
53335209,COC(=O)c1c(C)ccc(C(C)C)c1OCC(O)CN1CCN(CCO)CC1,
55652,N=C(N)NCCN1CCCCCCC1,2.276164075
12626185,COc1ccc2c3c4n(c2c1)C(C=C(C)C)OOC(C)(C)CC4N1C(=O)C2CCCN2C(=O)C1(O)C3OCC=C(C)C,
111588206,C[N+]1(CCOCCOCC[N+]2(C)CCCCC2)CCCCC1,
67049449,CCSc1ccc(C(=O)OCCCN(CC)CC)cc1,
109461394,CC(C)Cc1ccc(C2(C)CN(C)CCO2)cc1,
66203063,COc1c(NC(=O)N(C)C)c(OCCN2CCCCC2)c(OC)c2occc12,
70304,Oc1c(Cl)cc(Cl)c(Cl)c1Cc1c(O)c(Cl)cc(Cl)c1Cl,3.853301705
60548529,C=CCNC(=O)C(C)=C(C)c1ccc(OC)cc1,
80442984,COc1ccc2ncc(Cl)c(CCC3CCNCC3)c2c1,
85120521,COC(=O)CN(CCN(CC(=O)OC)Cc1ccccc1O)Cc1ccccc1O,
54941763,O=C(c1ccc(Cl)c(Cl)c1)c1ccccc1-c1ncc[nH]1,2.899238957
17179452,CCCCNCC(=O)Nc1c(C)cc(Oc2ccccc2)cc1C,
23554634,O=C(CF)N(Cc1cccc2ccccc12)c1cccc2ccccc12,
79763385,CCCCOC(=O)Nc1cccc(OCC(O)CNC(C)(C)C)c1,
66568829,COc1cc2c(c(OC)c1OC)-c1ccc(SC)c(=O)cc1C(NC1OC(CO)C(O)C(O)C1O)CC2,
56337941,N#[N+][N-]C1CCC2C3Cc4ccc(O)c5c4C2(CCN3CC2CC2)C1O5,
13074129,COP(C)(=S)Oc1ccc([N+](=O)[O-])cc1,
67458359,Cn1nc(Cl)c2ccccc2c1=NN=Cc1ccc([N+](=O)[O-])cc1,
38243811,CCN(CC)CCCOC(=O)c1cc(OC)c(OC)c(OC)c1,
61421894,CCC(Cl)(CC)C(=O)NC(N)=O,
25480686,CCN(CC)CC(CC)(COC(N)=O)COC(N)=O,
76239491,CCOc1cc2oc(=O)c(-c3nn[nH]n3)cc2cc1CC=C(C)C,
130260149,CN(C)CCOc1cc2c3c(c1)CCCN3CCC2,
62955695,CCN(CC)CC(CN(CC)CC)NC(=O)C(c1ccccc1)c1ccccc1,
63732707,Cc1cc2c(cc1O)C13CCCCC1C(C2)N(C)CC3,
109820884,C#CC[N+]1(CC#CCCCC)CCN(C(=O)OCC)CC1,
64594010,CN=C(NC)c1ccc(OC)cc1,
14305943,CCC1=NC2C(=[N+]1[O-])C(=O)N(C)C(=O)N2C,
614788,Cc1ccccc1NC(N)=S,
53298127,Cc1cccc(N2CC(=O)N(c3ccc(S(N)(=O)=O)cc3Cl)C2)c1,
531817,O=C(O)c1cc2ccccc2oc1=O,2.97807547
41456853,Cc1cccc(OCC(O)CN2C(C)(C)CCC2(C)C)c1,
72364911,Cc1cc2c(cc1C)C(=O)c1n[nH]nc1C2=O,2.365226214
126684591,Clc1cccc(C2NCc3c(sc4c3CCCC4)-n3cccc32)c1,
115398680,CC(Oc1ccccc1)c1n[nH]c(=S)n1N,
57186251,CC(C)(O)C1OC2CCC3(C)C(O)(CCC4Cc5c([nH]c6ccccc56)C43C)C2=CC1=O,
509728,Nc1ccc2c(c1)Oc1cc(N)ccc1C21OC(=O)c2ccccc21,
85592241,CC(C)COC(C)n1ccc2ccccc21,
72627588,O=C(CN1CCOCC1)N/N=C/c1cc2ccccc2o1,
113518517,O=C(CSc1nnc(-c2ccncc2)n1-c1ccccc1)Nc1ccccc1[N+](=O)[O-],
20228277,CCOc1ccccc1C(=O)N/N=C(\C)C(=O)O,2.693373069
34197143,CCCOc1ccc(C(c2ccc(OCC)cc2)C(Cl)(Cl)Cl)cc1,
64097241,CCCCN(CCCC)CC(=O)Nc1ccc(C2NC(=O)C(C)(C)c3ccccc32)cc1,
63732912,COCC(C)=CCN1CCC23CCCCC2C1Cc1ccc(O)cc13,
27865890,CC1(C)C=CC(C)(C)N1CC(O)COCC12CC3CC(CC(C3)C1)C2,
83940414,COc1ccc(O)c(C(C)(C)C)c1C(O)c1ncc([N+](=O)[O-])n1C,1.693002348
129566,O=C1c2ccccc2-c2[nH]nc3cccc1c23,
74858723,CC(CO)NC(=O)Nc1ccc2c(c1)C(c1ccccc1F)=NCC(=O)N2C,
102504789,CN1CN(c2ccccc2)C2(CCN(C(=O)C=Cc3ccc(F)cc3)CC2)C1=O,
15565249,Oc1ccc(CCN2CCC(c3ccc(Cl)cc3)CC2)cc1O,
117983149,C=CC(CCC)OC[n+]1ccn(C)c1C=NO,
1814137,O=C(CCCN1CCC(n2c(=O)n(CO)c3ccccc32)CC1)c1ccc(F)cc1,
134826269,COc1ccc(CCN2CCC(OC(C)=O)CC2)cc1OC,
